OID_,Field1,new_key,subject_id,lakename,county,age_group,fish_count,length_max_mm,length_mean_mm,begin_date_day,begin_date_month,begin_date_year,LONG_DD,LAT_DD,OBJECTID,Join_Count,TARGET_FID,COUNTY_Nam,lagoslakei
1,1,1-1,58642612,HOWONAN,Alcona,3,3,231.139999999999986,223.520000000000010,20,October,1982,-83.782600000000002,44.594709999999999,1,1,1,Alcona County,55329
2,2,1-116,59962292,TRASK,ALCONA,2,14,152.400000000000006,127.000000000000000,16,August,1983,-83.436210000000003,44.683599999999998,2,1,2,Alcona County,39710
3,3,1-116,59962291,TRASK,ALCONA,6,2,198.120000000000005,195.580000000000013,15,May,1991,-83.436210000000003,44.683599999999998,3,1,3,Alcona County,39710
4,4,1-116,59962292,TRASK,ALCONA,1,10,99.060000000000002,88.900000000000006,16,August,1983,-83.436210000000003,44.683599999999998,4,1,4,Alcona County,39710
5,5,1-116,59962291,TRASK,ALCONA,8,4,220.979999999999990,213.360000000000014,15,May,1991,-83.436210000000003,44.683599999999998,5,1,5,Alcona County,39710
6,6,1-116,59962292,TRASK,ALCONA,3,13,162.560000000000002,149.860000000000014,16,August,1983,-83.436210000000003,44.683599999999998,6,1,6,Alcona County,39710
7,7,1-116,59962292,TRASK,ALCONA,6,4,198.120000000000005,195.580000000000013,16,August,1983,-83.436210000000003,44.683599999999998,7,1,7,Alcona County,39710
8,8,1-116,59962291,TRASK,ALCONA,7,14,203.199999999999989,200.659999999999997,15,May,1991,-83.436210000000003,44.683599999999998,8,1,8,Alcona County,39710
9,9,1-138,59962256,CROOKED,ALCONA,2,15,119.379999999999995,101.599999999999994,20,September,1961,-83.869540000000001,44.735550000000003,9,1,9,Alcona County,4143
10,10,1-138,59962252,CROOKED,ALCONA,2,13,132.080000000000013,116.840000000000003,6,July,1981,-83.869540000000001,44.735550000000003,10,1,10,Alcona County,4143
11,11,1-138,59962254,CROOKED,ALCONA,7,6,226.060000000000002,220.979999999999990,30,May,1984,-83.869540000000001,44.735550000000003,11,1,11,Alcona County,4143
12,12,1-138,59962254,CROOKED,ALCONA,8,2,246.379999999999995,243.840000000000003,30,May,1984,-83.869540000000001,44.735550000000003,12,1,12,Alcona County,4143
13,13,1-138,59962254,CROOKED,ALCONA,1,8,68.579999999999998,60.960000000000001,30,May,1984,-83.869540000000001,44.735550000000003,13,1,13,Alcona County,4143
14,14,1-138,59962253,CROOKED,ALCONA,2,4,114.299999999999997,99.060000000000002,18,October,1990,-83.869540000000001,44.735550000000003,14,1,14,Alcona County,4143
15,15,1-138,59962254,CROOKED,ALCONA,3,6,175.259999999999991,165.099999999999994,30,May,1984,-83.869540000000001,44.735550000000003,15,1,15,Alcona County,4143
16,16,1-138,59962254,CROOKED,ALCONA,5,7,223.520000000000010,210.819999999999993,30,May,1984,-83.869540000000001,44.735550000000003,16,1,16,Alcona County,4143
17,17,1-138,59962252,CROOKED,ALCONA,3,2,129.539999999999992,124.459999999999994,6,July,1981,-83.869540000000001,44.735550000000003,17,1,17,Alcona County,4143
18,18,1-138,59962254,CROOKED,ALCONA,6,4,215.900000000000006,208.280000000000001,30,May,1984,-83.869540000000001,44.735550000000003,18,1,18,Alcona County,4143
19,19,1-138,59962256,CROOKED,ALCONA,3,6,165.099999999999994,137.159999999999997,20,September,1961,-83.869540000000001,44.735550000000003,19,1,19,Alcona County,4143
20,20,1-138,59962252,CROOKED,ALCONA,1,10,76.200000000000003,66.040000000000006,6,July,1981,-83.869540000000001,44.735550000000003,20,1,20,Alcona County,4143
21,21,1-138,59962256,CROOKED,ALCONA,4,9,200.659999999999997,170.180000000000007,20,September,1961,-83.869540000000001,44.735550000000003,21,1,21,Alcona County,4143
22,22,1-138,59962254,CROOKED,ALCONA,4,14,203.199999999999989,187.960000000000008,30,May,1984,-83.869540000000001,44.735550000000003,22,1,22,Alcona County,4143
23,23,1-138,59962252,CROOKED,ALCONA,5,18,228.599999999999994,203.199999999999989,6,July,1981,-83.869540000000001,44.735550000000003,23,1,23,Alcona County,4143
24,24,1-138,59962253,CROOKED,ALCONA,3,20,154.939999999999998,132.080000000000013,18,October,1990,-83.869540000000001,44.735550000000003,24,1,24,Alcona County,4143
25,25,1-138,59962254,CROOKED,ALCONA,2,15,132.080000000000013,116.840000000000003,30,May,1984,-83.869540000000001,44.735550000000003,25,1,25,Alcona County,4143
26,26,1-138,59962252,CROOKED,ALCONA,4,20,187.960000000000008,160.020000000000010,6,July,1981,-83.869540000000001,44.735550000000003,26,1,26,Alcona County,4143
27,27,1-179,59962241,BROWNLEE,ALCONA,2,53,129.539999999999992,116.840000000000003,5,June,1962,-83.409540000000007,44.689990000000002,27,1,27,Alcona County,3540
28,28,1-179,59962243,BROWNLEE,ALCONA,1,3,88.900000000000006,73.659999999999997,16,August,1983,-83.409540000000007,44.689990000000002,28,1,28,Alcona County,3540
29,29,1-29,59962297,VAUGHN,ALCONA,7,2,233.680000000000007,223.520000000000010,17,May,1962,-83.727599999999995,44.539160000000003,29,1,29,Alcona County,2058
30,30,1-29,59962295,VAUGHN,ALCONA,6,10,226.060000000000002,213.360000000000014,16,May,1990,-83.727599999999995,44.539160000000003,30,1,30,Alcona County,2058
31,31,1-29,59962295,VAUGHN,ALCONA,7,6,236.219999999999999,223.520000000000010,16,May,1990,-83.727599999999995,44.539160000000003,31,1,31,Alcona County,2058
32,32,1-29,59962295,VAUGHN,ALCONA,3,5,116.840000000000003,109.219999999999999,16,May,1990,-83.727599999999995,44.539160000000003,32,1,32,Alcona County,2058
33,33,1-29,59962295,VAUGHN,ALCONA,4,19,182.879999999999995,144.780000000000001,16,May,1990,-83.727599999999995,44.539160000000003,33,1,33,Alcona County,2058
34,34,1-29,59962295,VAUGHN,ALCONA,8,4,243.840000000000003,238.759999999999991,16,May,1990,-83.727599999999995,44.539160000000003,34,1,34,Alcona County,2058
35,35,1-29,59962297,VAUGHN,ALCONA,3,9,139.699999999999989,124.459999999999994,17,May,1962,-83.727599999999995,44.539160000000003,35,1,35,Alcona County,2058
36,36,1-29,59962297,VAUGHN,ALCONA,4,3,139.699999999999989,137.159999999999997,17,May,1962,-83.727599999999995,44.539160000000003,36,1,36,Alcona County,2058
37,37,1-29,59962295,VAUGHN,ALCONA,5,14,200.659999999999997,177.800000000000011,16,May,1990,-83.727599999999995,44.539160000000003,37,1,37,Alcona County,2058
38,38,1-29,59962297,VAUGHN,ALCONA,5,21,200.659999999999997,172.719999999999999,17,May,1962,-83.727599999999995,44.539160000000003,38,1,38,Alcona County,2058
39,39,1-4,59962280,MCCOLLUM,ALCONA,6,6,223.520000000000010,195.580000000000013,28,July,1970,-83.804910000000007,44.566049999999997,39,1,39,Alcona County,1242
40,40,1-4,59962280,MCCOLLUM,ALCONA,1,6,73.659999999999997,53.340000000000003,28,July,1970,-83.804910000000007,44.566049999999997,40,1,40,Alcona County,1242
41,41,1-4,58642605,ALCONADAM,Alcona,1,9,76.200000000000003,50.799999999999997,23,May,1990,-83.804910000000007,44.566049999999997,41,1,41,Alcona County,1242
42,42,1-4,58642605,ALCONADAM,Alcona,4,2,172.719999999999999,170.180000000000007,23,May,1990,-83.804910000000007,44.566049999999997,42,1,42,Alcona County,1242
43,43,1-4,59962242,ALCONADAM,ALCONA,1,9,76.200000000000003,50.799999999999997,23,May,1990,-83.804910000000007,44.566049999999997,43,1,43,Alcona County,1242
44,44,1-4,59962280,MCCOLLUM,ALCONA,4,10,208.280000000000001,177.800000000000011,28,July,1970,-83.804910000000007,44.566049999999997,44,1,44,Alcona County,1242
45,45,1-4,59962239,ALCONADAM,ALCONA,2,5,132.080000000000013,101.599999999999994,4,June,1990,-83.804910000000007,44.566049999999997,45,1,45,Alcona County,1242
46,46,1-4,58642605,ALCONADAM,Alcona,2,3,104.140000000000001,99.060000000000002,23,May,1990,-83.804910000000007,44.566049999999997,46,1,46,Alcona County,1242
47,47,1-4,58642606,ALCONADAM,Alcona,4,2,190.500000000000000,182.879999999999995,4,June,1990,-83.804910000000007,44.566049999999997,47,1,47,Alcona County,1242
48,48,1-4,59962242,ALCONADAM,ALCONA,4,2,172.719999999999999,170.180000000000007,23,May,1990,-83.804910000000007,44.566049999999997,48,1,48,Alcona County,1242
49,49,1-4,58642605,ALCONADAM,Alcona,3,4,190.500000000000000,167.639999999999986,23,May,1990,-83.804910000000007,44.566049999999997,49,1,49,Alcona County,1242
50,50,1-4,59962239,ALCONADAM,ALCONA,4,2,190.500000000000000,182.879999999999995,4,June,1990,-83.804910000000007,44.566049999999997,50,1,50,Alcona County,1242
51,51,1-4,59962239,ALCONADAM,ALCONA,3,7,190.500000000000000,180.340000000000003,4,June,1990,-83.804910000000007,44.566049999999997,51,1,51,Alcona County,1242
52,52,1-4,58642606,ALCONADAM,Alcona,2,5,132.080000000000013,101.599999999999994,4,June,1990,-83.804910000000007,44.566049999999997,52,1,52,Alcona County,1242
53,53,1-4,59962280,MCCOLLUM,ALCONA,5,6,200.659999999999997,187.960000000000008,28,July,1970,-83.804910000000007,44.566049999999997,53,1,53,Alcona County,1242
54,54,1-4,58642606,ALCONADAM,Alcona,3,7,190.500000000000000,180.340000000000003,4,June,1990,-83.804910000000007,44.566049999999997,54,1,54,Alcona County,1242
55,55,1-4,59962242,ALCONADAM,ALCONA,3,4,190.500000000000000,167.639999999999986,23,May,1990,-83.804910000000007,44.566049999999997,55,1,55,Alcona County,1242
56,56,1-4,59962280,MCCOLLUM,ALCONA,3,13,160.020000000000010,119.379999999999995,28,July,1970,-83.804910000000007,44.566049999999997,56,1,56,Alcona County,1242
57,57,1-4,59962280,MCCOLLUM,ALCONA,2,18,137.159999999999997,96.519999999999996,28,July,1970,-83.804910000000007,44.566049999999997,57,1,57,Alcona County,1242
58,58,1-4,59962242,ALCONADAM,ALCONA,2,3,104.140000000000001,99.060000000000002,23,May,1990,-83.804910000000007,44.566049999999997,58,1,58,Alcona County,1242
59,59,1-52,59962249,CEDAR,ALCONA,3,30,195.580000000000013,142.240000000000009,28,January,1970,-83.332040000000006,44.531379999999999,59,1,59,Alcona County,3880
60,60,1-52,59962244,CEDAR,ALCONA,3,8,144.780000000000001,124.459999999999994,8,October,1990,-83.332040000000006,44.531379999999999,60,1,60,Alcona County,3880
61,61,1-52,59962246,CEDAR,ALCONA,2,21,177.800000000000011,152.400000000000006,14,September,1961,-83.332040000000006,44.531379999999999,61,1,61,Alcona County,3880
62,62,1-52,59962250,CEDAR,ALCONA,1,19,81.280000000000001,73.659999999999997,25,August,1982,-83.332040000000006,44.531379999999999,62,1,62,Alcona County,3880
63,63,1-52,59962244,CEDAR,ALCONA,7,3,205.740000000000009,193.039999999999992,8,October,1990,-83.332040000000006,44.531379999999999,63,1,63,Alcona County,3880
64,64,1-52,59962244,CEDAR,ALCONA,5,2,165.099999999999994,160.020000000000010,8,October,1990,-83.332040000000006,44.531379999999999,64,1,64,Alcona County,3880
65,65,1-52,59962250,CEDAR,ALCONA,3,15,147.319999999999993,132.080000000000013,25,August,1982,-83.332040000000006,44.531379999999999,65,1,65,Alcona County,3880
66,66,1-52,59962250,CEDAR,ALCONA,2,9,124.459999999999994,111.760000000000005,25,August,1982,-83.332040000000006,44.531379999999999,66,1,66,Alcona County,3880
67,67,1-52,59962244,CEDAR,ALCONA,6,5,200.659999999999997,185.419999999999987,8,October,1990,-83.332040000000006,44.531379999999999,67,1,67,Alcona County,3880
68,68,1-52,59962249,CEDAR,ALCONA,4,22,198.120000000000005,160.020000000000010,28,January,1970,-83.332040000000006,44.531379999999999,68,1,68,Alcona County,3880
69,69,1-52,59962250,CEDAR,ALCONA,4,7,160.020000000000010,154.939999999999998,25,August,1982,-83.332040000000006,44.531379999999999,69,1,69,Alcona County,3880
70,70,1-52,59962244,CEDAR,ALCONA,2,14,116.840000000000003,101.599999999999994,8,October,1990,-83.332040000000006,44.531379999999999,70,1,70,Alcona County,3880
71,71,1-52,59962250,CEDAR,ALCONA,6,5,195.580000000000013,187.960000000000008,25,August,1982,-83.332040000000006,44.531379999999999,71,1,71,Alcona County,3880
72,72,1-52,59962246,CEDAR,ALCONA,1,5,142.240000000000009,134.620000000000005,14,September,1961,-83.332040000000006,44.531379999999999,72,1,72,Alcona County,3880
73,73,1-52,59962249,CEDAR,ALCONA,2,22,147.319999999999993,109.219999999999999,28,January,1970,-83.332040000000006,44.531379999999999,73,1,73,Alcona County,3880
74,74,1-52,59962249,CEDAR,ALCONA,5,17,208.280000000000001,175.259999999999991,28,January,1970,-83.332040000000006,44.531379999999999,74,1,74,Alcona County,3880
75,75,1-52,59962244,CEDAR,ALCONA,1,8,76.200000000000003,68.579999999999998,8,October,1990,-83.332040000000006,44.531379999999999,75,1,75,Alcona County,3880
76,76,1-52,59962246,CEDAR,ALCONA,0,3,88.900000000000006,83.819999999999993,14,September,1961,-83.332040000000006,44.531379999999999,76,1,76,Alcona County,3880
77,77,1-52,59962249,CEDAR,ALCONA,1,7,99.060000000000002,76.200000000000003,28,January,1970,-83.332040000000006,44.531379999999999,77,1,77,Alcona County,3880
78,78,1-52,59962250,CEDAR,ALCONA,5,14,182.879999999999995,177.800000000000011,25,August,1982,-83.332040000000006,44.531379999999999,78,1,78,Alcona County,3880
79,79,1-52,59962244,CEDAR,ALCONA,4,20,182.879999999999995,157.479999999999990,8,October,1990,-83.332040000000006,44.531379999999999,79,1,79,Alcona County,3880
80,80,1-52,59962249,CEDAR,ALCONA,6,5,200.659999999999997,175.259999999999991,28,January,1970,-83.332040000000006,44.531379999999999,80,1,80,Alcona County,3880
81,81,1-57,59962284,HOIST NORTH,ALCONA,2,31,139.699999999999989,106.680000000000007,7,October,1981,-83.775930000000002,44.643599999999999,81,1,81,Alcona County,15542
82,82,1-57,59962284,HOIST NORTH,ALCONA,0,2,48.259999999999998,44.450000000000003,7,October,1981,-83.775930000000002,44.643599999999999,82,1,82,Alcona County,15542
83,83,1-57,59962284,HOIST NORTH,ALCONA,1,11,71.120000000000005,58.420000000000002,7,October,1981,-83.775930000000002,44.643599999999999,83,1,83,Alcona County,15542
84,84,1-57,59962284,HOIST NORTH,ALCONA,3,7,205.740000000000009,154.939999999999998,7,October,1981,-83.775930000000002,44.643599999999999,84,1,84,Alcona County,15542
85,85,1-57,59962284,HOIST NORTH,ALCONA,4,25,213.360000000000014,182.879999999999995,7,October,1981,-83.775930000000002,44.643599999999999,85,1,85,Alcona County,15542
86,86,1-57,59962290,HOIST SOUTH,ALCONA,3,3,231.139999999999986,223.520000000000010,20,October,1982,-83.775930000000002,44.643599999999999,86,1,86,Alcona County,15542
87,87,1-57,59687976,HOIST SOUTH,ALCONA,2,7,152.400000000000006,134.620000000000005,24,August,1984,-83.775930000000002,44.643599999999999,87,1,87,Alcona County,15542
88,88,1-57,59687976,HOIST SOUTH,ALCONA,3,3,203.199999999999989,182.879999999999995,24,August,1984,-83.775930000000002,44.643599999999999,88,1,88,Alcona County,15542
89,89,1-61,59687966,BYRON,ALCONA,1,10,83.819999999999993,68.579999999999998,22,April,1984,-83.815370000000001,44.644430000000000,89,1,89,Alcona County,25102
90,90,1-78,59962286,REID,ALCONA,4,6,170.180000000000007,144.780000000000001,31,May,1993,-83.684820000000002,44.642769999999999,90,1,90,Alcona County,36502
91,91,1-78,59962286,REID,ALCONA,9,3,259.079999999999984,254.000000000000000,31,May,1993,-83.684820000000002,44.642769999999999,91,1,91,Alcona County,36502
92,92,1-78,59962286,REID,ALCONA,5,7,203.199999999999989,180.340000000000003,31,May,1993,-83.684820000000002,44.642769999999999,92,1,92,Alcona County,36502
93,93,1-78,59962286,REID,ALCONA,3,5,139.699999999999989,121.920000000000002,31,May,1993,-83.684820000000002,44.642769999999999,93,1,93,Alcona County,36502
94,94,1-78,59962286,REID,ALCONA,7,3,231.139999999999986,226.060000000000002,31,May,1993,-83.684820000000002,44.642769999999999,94,1,94,Alcona County,36502
95,95,1-78,59962286,REID,ALCONA,8,3,233.680000000000007,231.139999999999986,31,May,1993,-83.684820000000002,44.642769999999999,95,1,95,Alcona County,36502
96,96,1-78,59962286,REID,ALCONA,6,5,208.280000000000001,193.039999999999992,31,May,1993,-83.684820000000002,44.642769999999999,96,1,96,Alcona County,36502
97,97,1-99,59962275,JEWELL,ALCONA,1,21,116.840000000000003,88.900000000000006,19,September,1961,-83.606759999999994,44.680549999999997,97,1,97,Alcona County,3759
98,98,1-99,59962266,JEWELL,ALCONA,5,9,165.099999999999994,121.920000000000002,17,May,1993,-83.606759999999994,44.680549999999997,98,1,98,Alcona County,3759
99,99,1-99,59962266,JEWELL,ALCONA,7,2,190.500000000000000,185.419999999999987,17,May,1993,-83.606759999999994,44.680549999999997,99,1,99,Alcona County,3759
100,100,1-99,59962270,JEWELL,ALCONA,3,24,175.259999999999991,152.400000000000006,7,April,1984,-83.606759999999994,44.680549999999997,100,1,100,Alcona County,3759
101,101,1-99,59962270,JEWELL,ALCONA,2,22,116.840000000000003,96.519999999999996,7,April,1984,-83.606759999999994,44.680549999999997,101,1,101,Alcona County,3759
102,102,1-99,59962270,JEWELL,ALCONA,4,9,198.120000000000005,190.500000000000000,7,April,1984,-83.606759999999994,44.680549999999997,102,1,102,Alcona County,3759
103,103,1-99,59962270,JEWELL,ALCONA,7,2,236.219999999999999,231.139999999999986,7,April,1984,-83.606759999999994,44.680549999999997,103,1,103,Alcona County,3759
104,104,1-99,59962266,JEWELL,ALCONA,6,4,167.639999999999986,142.240000000000009,17,May,1993,-83.606759999999994,44.680549999999997,104,1,104,Alcona County,3759
105,105,10-111,59962698,ANN,BENZIE,3,18,139.699999999999989,116.840000000000003,24,May,1983,-85.849819999999994,44.715539999999997,105,1,105,Benzie County,834
106,106,10-111,59962699,ANN,BENZIE,3,14,139.699999999999989,116.840000000000003,20,July,1992,-85.849819999999994,44.715539999999997,106,1,106,Benzie County,834
107,107,10-111,59962700,ANN,BENZIE,4,10,172.719999999999999,160.020000000000010,24,May,1983,-85.849819999999994,44.715539999999997,107,1,107,Benzie County,834
108,108,10-111,59962698,ANN,BENZIE,6,4,208.280000000000001,190.500000000000000,24,May,1983,-85.849819999999994,44.715539999999997,108,1,108,Benzie County,834
109,109,10-111,59962700,ANN,BENZIE,5,6,193.039999999999992,162.560000000000002,24,May,1983,-85.849819999999994,44.715539999999997,109,1,109,Benzie County,834
110,110,10-111,59962699,ANN,BENZIE,4,14,180.340000000000003,154.939999999999998,20,July,1992,-85.849819999999994,44.715539999999997,110,1,110,Benzie County,834
111,111,10-111,59962699,ANN,BENZIE,5,4,185.419999999999987,170.180000000000007,20,July,1992,-85.849819999999994,44.715539999999997,111,1,111,Benzie County,834
112,112,10-111,59962700,ANN,BENZIE,3,18,139.699999999999989,116.840000000000003,24,May,1983,-85.849819999999994,44.715539999999997,112,1,112,Benzie County,834
113,113,10-111,59962698,ANN,BENZIE,5,5,185.419999999999987,165.099999999999994,24,May,1983,-85.849819999999994,44.715539999999997,113,1,113,Benzie County,834
114,114,10-111,59962700,ANN,BENZIE,6,4,208.280000000000001,190.500000000000000,24,May,1983,-85.849819999999994,44.715539999999997,114,1,114,Benzie County,834
115,115,10-111,59962699,ANN,BENZIE,6,7,185.419999999999987,180.340000000000003,20,July,1992,-85.849819999999994,44.715539999999997,115,1,115,Benzie County,834
116,116,10-111,59962698,ANN,BENZIE,4,10,172.719999999999999,160.020000000000010,24,May,1983,-85.849819999999994,44.715539999999997,116,1,116,Benzie County,834
117,117,10-127,59962728,SANFORD,BENZIE,3,9,172.719999999999999,147.319999999999993,19,June,1989,-85.857600000000005,44.698880000000003,117,1,117,Benzie County,45986
118,118,10-127,59962728,SANFORD,BENZIE,6,18,256.540000000000020,228.599999999999994,19,June,1989,-85.857600000000005,44.698880000000003,118,1,118,Benzie County,45986
119,119,10-127,59962728,SANFORD,BENZIE,7,6,271.779999999999973,254.000000000000000,19,June,1989,-85.857600000000005,44.698880000000003,119,1,119,Benzie County,45986
120,120,10-127,59962728,SANFORD,BENZIE,4,8,190.500000000000000,175.259999999999991,19,June,1989,-85.857600000000005,44.698880000000003,120,1,120,Benzie County,45986
121,121,10-127,59962728,SANFORD,BENZIE,5,10,208.280000000000001,190.500000000000000,19,June,1989,-85.857600000000005,44.698880000000003,121,1,121,Benzie County,45986
122,122,10-127,59962728,SANFORD,BENZIE,11,2,279.399999999999977,276.860000000000014,19,June,1989,-85.857600000000005,44.698880000000003,122,1,122,Benzie County,45986
123,123,10-127,59962728,SANFORD,BENZIE,8,5,281.939999999999998,266.699999999999989,19,June,1989,-85.857600000000005,44.698880000000003,123,1,123,Benzie County,45986
124,124,10-127,59962728,SANFORD,BENZIE,2,24,129.539999999999992,104.140000000000001,19,June,1989,-85.857600000000005,44.698880000000003,124,1,124,Benzie County,45986
125,125,10-140,59962726,PLATTELITTLE,BENZIE,8,22,205.740000000000009,198.120000000000005,23,June,1981,-86.069540000000003,44.702489999999997,125,1,125,Benzie County,3725
126,126,10-140,59962726,PLATTELITTLE,BENZIE,7,9,210.819999999999993,198.120000000000005,23,June,1981,-86.069540000000003,44.702489999999997,126,1,126,Benzie County,3725
127,127,10-140,59962726,PLATTELITTLE,BENZIE,9,3,210.819999999999993,208.280000000000001,23,June,1981,-86.069540000000003,44.702489999999997,127,1,127,Benzie County,3725
128,128,10-140,59962726,PLATTELITTLE,BENZIE,6,3,198.120000000000005,195.580000000000013,23,June,1981,-86.069540000000003,44.702489999999997,128,1,128,Benzie County,3725
129,129,10-140,59962726,PLATTELITTLE,BENZIE,3,3,121.920000000000002,114.299999999999997,23,June,1981,-86.069540000000003,44.702489999999997,129,1,129,Benzie County,3725
130,130,10-140,59962726,PLATTELITTLE,BENZIE,5,5,175.259999999999991,165.099999999999994,23,June,1981,-86.069540000000003,44.702489999999997,130,1,130,Benzie County,3725
131,131,10-140,59962726,PLATTELITTLE,BENZIE,4,3,157.479999999999990,154.939999999999998,23,June,1981,-86.069540000000003,44.702489999999997,131,1,131,Benzie County,3725
132,132,10-34,59962739,TURTLE,BENZIE,4,21,208.280000000000001,185.419999999999987,30,July,1991,-85.906210000000002,44.616650000000000,132,1,132,Benzie County,1854
133,133,10-34,59962739,TURTLE,BENZIE,3,16,187.960000000000008,142.240000000000009,30,July,1991,-85.906210000000002,44.616650000000000,133,1,133,Benzie County,1854
134,134,10-34,59962739,TURTLE,BENZIE,2,18,134.620000000000005,96.519999999999996,30,July,1991,-85.906210000000002,44.616650000000000,134,1,134,Benzie County,1854
135,135,10-34,59962739,TURTLE,BENZIE,1,14,68.579999999999998,60.960000000000001,30,July,1991,-85.906210000000002,44.616650000000000,135,1,135,Benzie County,1854
136,136,10-39,59962723,PLATTEBIG,BENZIE,5,6,213.360000000000014,190.500000000000000,8,June,1981,-86.092320000000001,44.691099999999999,136,1,136,Benzie County,1627
137,137,10-39,59962722,PLATTEBIG,BENZIE,3,6,160.020000000000010,142.240000000000009,28,May,1992,-86.092320000000001,44.691099999999999,137,1,137,Benzie County,1627
138,138,10-39,59962723,PLATTEBIG,BENZIE,7,10,233.680000000000007,218.439999999999998,8,June,1981,-86.092320000000001,44.691099999999999,138,1,138,Benzie County,1627
139,139,10-39,59962723,PLATTEBIG,BENZIE,8,5,246.379999999999995,228.599999999999994,8,June,1981,-86.092320000000001,44.691099999999999,139,1,139,Benzie County,1627
140,140,10-39,59962722,PLATTEBIG,BENZIE,4,2,195.580000000000013,190.500000000000000,28,May,1992,-86.092320000000001,44.691099999999999,140,1,140,Benzie County,1627
141,141,10-39,59962723,PLATTEBIG,BENZIE,4,16,190.500000000000000,160.020000000000010,8,June,1981,-86.092320000000001,44.691099999999999,141,1,141,Benzie County,1627
142,142,10-39,59962723,PLATTEBIG,BENZIE,3,11,182.879999999999995,147.319999999999993,8,June,1981,-86.092320000000001,44.691099999999999,142,1,142,Benzie County,1627
143,143,10-39,59962723,PLATTEBIG,BENZIE,6,9,223.520000000000010,205.740000000000009,8,June,1981,-86.092320000000001,44.691099999999999,143,1,143,Benzie County,1627
144,144,10-41,59962715,LONG,BENZIE,2,28,177.800000000000011,154.939999999999998,1,July,1985,-86.168430000000001,44.694989999999997,144,1,144,Benzie County,57390
145,145,10-41,59962715,LONG,BENZIE,4,4,215.900000000000006,210.819999999999993,1,July,1985,-86.168430000000001,44.694989999999997,145,1,145,Benzie County,57390
146,146,10-41,59962713,LONG,BENZIE,1,7,96.519999999999996,147.319999999999993,1,July,1985,-86.168430000000001,44.694989999999997,146,1,146,Benzie County,57390
147,147,10-41,59962713,LONG,BENZIE,2,13,180.340000000000003,154.939999999999998,1,July,1985,-86.168430000000001,44.694989999999997,147,1,147,Benzie County,57390
148,148,10-66,59962719,PEARL,BENZIE,2,2,114.299999999999997,111.760000000000005,7,June,1983,-85.919259999999994,44.763039999999997,148,1,148,Benzie County,2902
149,149,10-66,59962719,PEARL,BENZIE,5,4,215.900000000000006,180.340000000000003,7,June,1983,-85.919259999999994,44.763039999999997,149,1,149,Benzie County,2902
150,150,10-66,59962721,PEARL,BENZIE,6,4,200.659999999999997,195.580000000000013,1,August,1961,-85.919259999999994,44.763039999999997,150,1,150,Benzie County,2902
151,151,10-66,59962718,PEARL,BENZIE,7,3,238.759999999999991,233.680000000000007,7,June,1983,-85.919259999999994,44.763039999999997,151,1,151,Benzie County,2902
152,152,10-66,59962721,PEARL,BENZIE,2,34,177.800000000000011,124.459999999999994,1,August,1961,-85.919259999999994,44.763039999999997,152,1,152,Benzie County,2902
153,153,10-66,59962718,PEARL,BENZIE,4,20,170.180000000000007,154.939999999999998,7,June,1983,-85.919259999999994,44.763039999999997,153,1,153,Benzie County,2902
154,154,10-66,59962719,PEARL,BENZIE,3,12,134.620000000000005,121.920000000000002,7,June,1983,-85.919259999999994,44.763039999999997,154,1,154,Benzie County,2902
155,155,10-66,59962719,PEARL,BENZIE,4,20,170.180000000000007,154.939999999999998,7,June,1983,-85.919259999999994,44.763039999999997,155,1,155,Benzie County,2902
156,156,10-66,59962721,PEARL,BENZIE,4,2,185.419999999999987,182.879999999999995,1,August,1961,-85.919259999999994,44.763039999999997,156,1,156,Benzie County,2902
157,157,10-66,59962718,PEARL,BENZIE,5,4,215.900000000000006,180.340000000000003,7,June,1983,-85.919259999999994,44.763039999999997,157,1,157,Benzie County,2902
158,158,10-66,59962718,PEARL,BENZIE,2,2,114.299999999999997,111.760000000000005,7,June,1983,-85.919259999999994,44.763039999999997,158,1,158,Benzie County,2902
159,159,10-66,59962719,PEARL,BENZIE,7,3,238.759999999999991,233.680000000000007,7,June,1983,-85.919259999999994,44.763039999999997,159,1,159,Benzie County,2902
160,160,10-66,59962721,PEARL,BENZIE,7,4,205.740000000000009,198.120000000000005,1,August,1961,-85.919259999999994,44.763039999999997,160,1,160,Benzie County,2902
161,161,10-66,59962718,PEARL,BENZIE,3,12,134.620000000000005,121.920000000000002,7,June,1983,-85.919259999999994,44.763039999999997,161,1,161,Benzie County,2902
162,162,10-77,59962711,GERRY,BENZIE,4,3,114.299999999999997,106.680000000000007,26,May,1970,-85.935929999999999,44.775269999999999,162,1,162,Benzie County,18666
163,163,10-77,59962711,GERRY,BENZIE,5,4,116.840000000000003,114.299999999999997,26,May,1970,-85.935929999999999,44.775269999999999,163,1,163,Benzie County,18666
164,164,10-77,59962711,GERRY,BENZIE,3,6,93.980000000000004,86.359999999999999,26,May,1970,-85.935929999999999,44.775269999999999,164,1,164,Benzie County,18666
165,165,10-77,59962710,GERRY,BENZIE,3,5,114.299999999999997,111.760000000000005,2,September,1976,-85.935929999999999,44.775269999999999,165,1,165,Benzie County,18666
166,166,10-77,59962711,GERRY,BENZIE,2,4,73.659999999999997,71.120000000000005,26,May,1970,-85.935929999999999,44.775269999999999,166,1,166,Benzie County,18666
